,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
1081,7074,Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0.0,0.07,0.23,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
1082,7163,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
1083,7163,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
1084,7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,2013-09-26,"XSEED Games, Nihon Falcom",3.7,499.0,499.0,"Adventure, RPG, Turn Based Strategy",2100.0,129.0,1000.0,461.0
1085,7218,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
1086,7248,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,2016-08-18,"Bandai Namco Entertainment America, Bandai Namco Studios",3.7,555.0,555.0,RPG,3300.0,293.0,2400.0,657.0
1087,7276,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22,2009-10-22,Atlus,2.9,416.0,416.0,RPG,2500.0,161.0,1600.0,797.0
1088,7376,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.08,0.0,0.02,0.21,2015-09-01,"Konami, Kojima Productions",3.8,1500.0,1500.0,"Adventure, Shooter, Tactical",14000.0,503.0,4500.0,1200.0
1089,7379,Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,0.18,0.01,0.0,0.02,0.21,2006-11-19,"Ubisoft Entertainment, Ubisoft Montpellier",2.7,137.0,137.0,"Adventure, Platform, Puzzle",2700.0,9.0,191.0,63.0
1090,7455,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21,2013-08-30,"Ubisoft Montpellier, Ubisoft Entertainment",4.0,921.0,921.0,"Adventure, Platform",9800.0,177.0,2300.0,643.0
1091,7496,The Wolf Among Us,PS4,2014,Adventure,Telltale Games,0.1,0.07,0.0,0.03,0.21,2013-10-11,Telltale Games,3.9,837.0,837.0,"Adventure, Point-and-Click",8100.0,81.0,1500.0,678.0
1092,7563,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.1,0.08,0.0,0.02,0.2,2015-10-23,"Ubisoft Entertainment, Ubisoft Québec",3.0,562.0,562.0,Adventure,5600.0,97.0,1500.0,417.0
1093,7609,Saints Row IV,XOne,2015,Action,Deep Silver,0.1,0.09,0.0,0.02,0.2,2013-08-19,"Volition, Deep Silver",3.1,386.0,386.0,"Adventure, Shooter",7200.0,64.0,775.0,176.0
1094,7610,Injustice: Gods Among Us,WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.1,0.08,0.0,0.02,0.2,2013-04-16,"NetherRealm Studios, WB Games",3.0,364.0,364.0,"Adventure, Fighting",7100.0,17.0,502.0,112.0
1095,7613,Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.06,0.12,0.0,0.02,0.2,2004-09-20,"Pandemic Studios, LucasArts",3.5,255.0,255.0,Shooter,4100.0,9.0,261.0,109.0
1096,7650,Dead Space 3,PC,2009,Action,Electronic Arts,0.02,0.15,0.0,0.02,0.2,2013-02-05,"Visceral Games, Electronic Arts",2.6,309.0,309.0,"Adventure, Shooter",3200.0,48.0,1000.0,388.0
1097,7687,Armored Core 4,PS3,2006,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2,2006-12-21,"FromSoftware, Sega",3.7,92.0,92.0,Fighting,252.0,15.0,232.0,162.0
1098,7692,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.08,0.03,0.01,0.2,2012-01-26,"Tose, Capcom",3.2,469.0,469.0,"Adventure, Shooter",2900.0,55.0,939.0,297.0
1099,7718,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,2004-11-30,"Ubisoft Montreal, Ubisoft Entertainment",3.5,237.0,237.0,"Adventure, Fighting, Platform",2800.0,20.0,551.0,220.0
1100,7762,Danganronpa 2: Goodbye Despair,PSP,2012,Misc,Spike,0.0,0.0,0.19,0.0,0.19,2012-07-26,"NIS America, Spike ChunSoft",3.9,972.0,972.0,"Adventure, Point-and-Click, Visual Novel",9900.0,288.0,1800.0,605.0
1101,7793,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.03,0.19,2010-02-04,"Electronic Arts, Visceral Games",3.2,321.0,321.0,"Adventure, Brawler",2600.0,40.0,567.0,334.0
1102,7821,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19,2009-05-05,PopCap Games,3.7,719.0,719.0,"Puzzle, Real Time Strategy, Simulator, Strategy, Tactical",14000.0,117.0,493.0,82.0
1103,7832,Binary Domain,X360,2012,Action,Sega,0.09,0.07,0.02,0.02,0.19,2012-02-16,"Sega, Ryū Ga Gotoku Studios",3.5,234.0,234.0,Shooter,1100.0,9.0,598.0,192.0
1104,7874,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,2013-08-19,"Volition, Deep Silver",3.1,386.0,386.0,"Adventure, Shooter",7200.0,64.0,775.0,176.0
1105,7980,Tekken Tag Tournament 2,WiiU,2012,Fighting,Namco Bandai Games,0.09,0.07,0.01,0.01,0.19,2011-09-14,Bandai Namco Entertainment,3.8,211.0,211.0,Fighting,1700.0,7.0,140.0,95.0
1106,8019,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18,2012-04-24,"Telltale Games, Sony Computer Entertainment",4.0,1200.0,1200.0,"Adventure, Point-and-Click",12000.0,111.0,1100.0,467.0
1107,8035,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
1108,8035,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
1109,8050,Remember Me,X360,2013,Action,Capcom,0.1,0.07,0.0,0.02,0.18,2013-06-03,"Capcom, ""DONT NOD""",2.9,179.0,179.0,"Adventure, Platform",1600.0,22.0,526.0,239.0
1110,8053,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,1997-12-11,Namco,4.1,648.0,648.0,Platform,2200.0,63.0,877.0,590.0
1111,8053,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18,1997-12-11,Namco,4.1,648.0,648.0,Platform,2200.0,63.0,877.0,590.0
1112,8089,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18,2016-01-14,"Atlus, Vanillaware",4.1,228.0,228.0,RPG,895.0,71.0,740.0,349.0
1113,8097,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
1114,8097,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
1115,8119,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
1116,8119,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,2014-03-11,"FromSoftware, Bandai Namco Entertainment",3.3,815.0,815.0,"Adventure, RPG",6700.0,128.0,1400.0,834.0
1117,8121,Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,2005-11-05,"Activision, Rebellion Developments",3.3,131.0,131.0,Adventure,1400.0,5.0,276.0,152.0
1118,8188,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18,2005-10-31,"Pandemic Studios, LucasArts",4.0,650.0,650.0,Shooter,7700.0,35.0,520.0,189.0
1119,8234,Back to the Future: The Game,PS4,2015,Adventure,Telltale Games,0.1,0.04,0.0,0.03,0.17,2010-12-22,Telltale Games,3.2,94.0,94.0,"Adventure, Point-and-Click",763.0,5.0,223.0,67.0
1120,8386,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17,1992-12-06,Square Enix,3.8,532.0,532.0,"Adventure, RPG",2300.0,78.0,1200.0,460.0
1121,8444,Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17,2002-03-22,"Capcom, Capcom Production Studio 4",4.3,1000.0,1000.0,"Adventure, Puzzle",4000.0,93.0,1100.0,470.0
1122,8444,Resident Evil,SAT,1997,Action,Capcom,0.0,0.0,0.17,0.0,0.17,1996-03-22,"Capcom, Capcom Planning Room 2",3.7,688.0,688.0,"Adventure, Puzzle",3400.0,41.0,577.0,323.0
1123,8545,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,2003-11-27,"Tecmo Co., Ltd., Ubisoft Entertainment",4.2,398.0,398.0,Adventure,1000.0,38.0,690.0,513.0
1124,8545,Fatal Frame II: Crimson Butterfly,PS2,2003,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,2003-11-27,"Tecmo Co., Ltd., Ubisoft Entertainment",4.2,398.0,398.0,Adventure,1000.0,38.0,690.0,513.0
1125,8618,Bulletstorm,PC,2011,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,2011-02-22,"People Can Fly, Electronic Arts",3.2,159.0,159.0,Shooter,2300.0,6.0,299.0,125.0
1126,8659,Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1127,8659,Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1128,8659,Yakuza Kiwami,PS4,2016,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1129,8694,The Walking Dead: Season One,XOne,2014,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,2012-04-24,"Telltale Games, Sony Computer Entertainment",4.0,1200.0,1200.0,"Adventure, Point-and-Click",12000.0,111.0,1100.0,467.0
1130,8707,Ultimate Spider-Man,DS,2005,Action,Activision,0.14,0.0,0.0,0.01,0.16,2005-09-21,"Activision, Beenox",3.6,300.0,300.0,Brawler,3700.0,25.0,382.0,280.0
1131,8732,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15,2010-02-23,"Access Games, Ignition Entertainment",3.9,431.0,431.0,"Adventure, Shooter",1400.0,48.0,991.0,628.0
1132,8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,2014-03-18,"Konami, Kojima Productions",3.3,650.0,650.0,"Adventure, RPG, Shooter, Strategy",9500.0,53.0,1700.0,549.0
1133,8755,Metal Gear Solid V: Ground Zeroes,X360,2014,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,2014-03-18,"Konami, Kojima Productions",3.3,650.0,650.0,"Adventure, RPG, Shooter, Strategy",9500.0,53.0,1700.0,549.0
1134,8814,Prince of Persia: The Sands of Time,GBA,2003,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,2003-11-06,"Ubisoft Entertainment, Ubisoft Montreal",3.6,480.0,480.0,"Adventure, Platform",5500.0,37.0,1100.0,421.0
1135,8820,Killer7,GC,2005,Action,Capcom,0.12,0.03,0.0,0.0,0.15,2005-06-09,"Capcom, Grasshopper Manufacture",4.3,1200.0,1200.0,"Adventure, Shooter",2800.0,237.0,2500.0,1300.0
1136,8846,Terraria,PC,2011,Action,Unknown,0.0,0.13,0.0,0.02,0.15,2011-05-16,"Re-Logic, Headup Games",4.0,1300.0,1300.0,"Adventure, Indie, Platform, RPG, Strategy",18000.0,673.0,2200.0,593.0
1137,8852,The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.0,0.13,0.01,0.15,2014-09-25,"NIS America, Nihon Falcom",3.7,401.0,401.0,"Adventure, RPG, Turn Based Strategy",1700.0,45.0,707.0,319.0
1138,8874,Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15,2016-01-14,"Atlus, Vanillaware",4.1,228.0,228.0,RPG,895.0,71.0,740.0,349.0
1139,8927,The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
1140,8932,Rayman Raving Rabbids,DS,2007,Misc,Ubisoft,0.13,0.01,0.0,0.01,0.15,2006-11-19,"Ubisoft Entertainment, Ubisoft Montpellier",2.7,137.0,137.0,"Adventure, Platform, Puzzle",2700.0,9.0,191.0,63.0
1141,8949,Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.08,0.06,0.0,0.01,0.15,2016-08-23,Square Enix,3.5,387.0,387.0,"Adventure, RPG, Shooter",3400.0,72.0,2000.0,458.0
1142,8953,Rayman Origins,3DS,2012,Platform,Ubisoft,0.06,0.08,0.0,0.01,0.15,2011-11-15,"Ubisoft Montpellier, Ubisoft Entertainment",3.8,547.0,547.0,"Adventure, Platform",6200.0,85.0,1200.0,417.0
1143,8960,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS,1999,Role-Playing,Atlus,0.0,0.0,0.14,0.01,0.15,1997-11-13,"Atlus, NIS America",3.8,470.0,470.0,"Adventure, RPG",1200.0,153.0,1600.0,651.0
1144,8997,Ys: The Oath in Felghana,PSP,2010,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,2005-07-04,"Nihon Falcom, XSEED Games",4.0,311.0,311.0,"Adventure, RPG",1000.0,32.0,503.0,210.0
1145,9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
1146,9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
1147,9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,2012-10-09,"Arkane Studios, Bethesda Softworks",3.9,1100.0,1100.0,"Adventure, RPG",14000.0,268.0,3100.0,866.0
1148,9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,2003-07-15,"BioWare, LucasArts",4.2,839.0,839.0,"Adventure, RPG",5300.0,180.0,2300.0,705.0
1149,9078,Star Wars: Knights of the Old Republic,PC,2003,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,2003-07-15,"BioWare, LucasArts",4.2,839.0,839.0,"Adventure, RPG",5300.0,180.0,2300.0,705.0
1150,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
1151,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
1152,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
1153,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
1154,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,2016-05-12,"id Software, Bethesda Softworks",4.0,1800.0,1800.0,Shooter,18000.0,541.0,4000.0,1400.0
1155,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,1993-12-10,"Activision, id Software",4.0,1400.0,1400.0,Shooter,11000.0,203.0,1500.0,514.0
1156,9087,Doom,GBA,2001,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,2017-11-10,"Bethesda Softworks, id Software",3.9,80.0,80.0,Shooter,2300.0,37.0,393.0,150.0
1157,9096,Hitman: Blood Money,XB,2006,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,2006-05-26,"IO Interactive, Eidos Interactive",4.0,414.0,414.0,Shooter,3200.0,37.0,859.0,238.0
1158,9138,Just Cause 3,PC,2015,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,2015-11-30,"Avalanche Studios, Square Enix",3.1,269.0,269.0,Adventure,4900.0,93.0,1000.0,155.0
1159,9159,Injustice: Gods Among Us,PSV,2013,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,2013-04-16,"NetherRealm Studios, WB Games",3.0,364.0,364.0,"Adventure, Fighting",7100.0,17.0,502.0,112.0
1160,9199,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
1161,9293,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,1993-06-02,Midway,3.6,106.0,106.0,Sport,847.0,0.0,64.0,23.0
1162,9362,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13,2014-06-26,Yacht Club Games,4.0,761.0,761.0,"Adventure, Indie, Platform",8500.0,135.0,1900.0,1200.0
1163,9362,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.01,0.13,2014-06-26,Yacht Club Games,4.0,761.0,761.0,"Adventure, Indie, Platform",8500.0,135.0,1900.0,1200.0
1164,9373,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
1165,9373,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0.0,0.01,0.13,2013-01-15,"Ninja Theory, Capcom",3.0,432.0,432.0,"Adventure, Brawler",6300.0,62.0,1200.0,448.0
1166,9481,Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13,2000-11-21,"Treasure, Nintendo",4.0,459.0,459.0,Shooter,1100.0,34.0,878.0,550.0
1167,9507,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13,2005-07-14,"SCE Japan Studio, Sony Computer Entertainment Europe",4.3,247.0,247.0,Platform,874.0,24.0,399.0,231.0
1168,9513,Brothers: A Tale of Two Sons,PS4,2015,Adventure,505 Games,0.03,0.08,0.0,0.02,0.13,2013-08-07,"Starbreeze Studios, Spike ChunSoft",3.5,511.0,511.0,"Adventure, Indie, Puzzle",4000.0,28.0,1300.0,334.0
1169,9543,Shin Megami Tensei: Digital Devil Saga,PS2,2004,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13,2004-07-15,"Atlus, Ghostlight Ltd.",4.1,657.0,657.0,RPG,2000.0,200.0,1900.0,916.0
1170,9549,Just Cause 2,PC,2010,Action,Square Enix,0.0,0.1,0.0,0.03,0.13,2010-03-23,"Avalanche Studios, Eidos Interactive",3.2,302.0,302.0,"Adventure, Racing, Shooter",5100.0,36.0,771.0,142.0
1171,9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
1172,9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
1173,9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0.0,0.01,0.13,2015-06-23,"Rocksteady Studios, Warner Bros. Interactive Entertainment",3.7,1200.0,1200.0,"Adventure, Brawler",13000.0,279.0,3400.0,757.0
1174,9593,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0.0,0.01,0.13,2012-06-19,"Feral Interactive, ""Travellers Tales""",3.5,446.0,446.0,"Adventure, Brawler, Platform",4600.0,41.0,821.0,132.0
1175,9673,Resident Evil,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12,2002-03-22,"Capcom, Capcom Production Studio 4",4.3,1000.0,1000.0,"Adventure, Puzzle",4000.0,93.0,1100.0,470.0
1176,9673,Resident Evil,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12,1996-03-22,"Capcom, Capcom Planning Room 2",3.7,688.0,688.0,"Adventure, Puzzle",3400.0,41.0,577.0,323.0
1177,9713,Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
1178,9713,Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
1179,9713,Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0.0,0.01,0.12,2015-07-06,Psyonix,3.4,917.0,917.0,"Indie, Racing, Sport",17000.0,564.0,698.0,113.0
1180,9789,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12,2011-06-14,"Electronic Arts, Spicy Horse Games",3.5,358.0,358.0,"Adventure, Brawler, Platform",2800.0,113.0,1200.0,636.0
1181,9799,The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12,2014-09-25,"NIS America, Nihon Falcom",3.7,401.0,401.0,"Adventure, RPG, Turn Based Strategy",1700.0,45.0,707.0,319.0
1182,9829,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12,2004-10-26,"Rockstar Games, Rockstar North",4.1,1500.0,1500.0,"Adventure, Racing, Shooter",19000.0,270.0,2400.0,742.0
1183,9844,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12,2001-06-23,"Sega, Sonic Team USA",3.6,842.0,842.0,"Adventure, Platform",5100.0,89.0,1000.0,342.0
1184,9883,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,2005-04-19,"Double Fine Productions, Majesco Entertainment",4.0,1200.0,1200.0,"Adventure, Platform",7100.0,388.0,4200.0,1200.0
1185,9883,Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0.0,0.0,0.12,2005-04-19,"Double Fine Productions, Majesco Entertainment",4.0,1200.0,1200.0,"Adventure, Platform",7100.0,388.0,4200.0,1200.0
1186,9885,Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,0.06,0.05,0.0,0.01,0.12,2011-08-23,"Square Enix, Eidos Montréal",3.8,559.0,559.0,"RPG, Shooter",5800.0,65.0,1700.0,488.0
1187,9892,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12,2013-12-17,"Telltale Games, Skybound Games",3.5,559.0,559.0,"Adventure, Point-and-Click, Puzzle",6700.0,35.0,718.0,262.0
1188,9924,Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1189,9924,Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1190,9924,Yakuza Kiwami,PS3,2016,Adventure,Sega,0.0,0.0,0.12,0.0,0.12,2016-01-21,"Sega, Ryū Ga Gotoku Studios",3.7,1200.0,1200.0,"Adventure, Brawler, RPG",9700.0,439.0,3400.0,1000.0
1191,10025,Final Fantasy III,PSP,2012,Role-Playing,Square Enix,0.0,0.0,0.11,0.0,0.11,2006-08-24,"Square, Square Enix",3.1,342.0,342.0,"Adventure, RPG",2600.0,59.0,891.0,290.0
1192,10049,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,2015-01-29,"""DONT NOD"", Square Enix",3.4,1400.0,1400.0,"Adventure, RPG",15000.0,209.0,2100.0,817.0
1193,10049,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,2015-01-29,"""DONT NOD"", Square Enix",3.4,1400.0,1400.0,"Adventure, RPG",15000.0,209.0,2100.0,817.0
1194,10049,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11,2015-01-29,"""DONT NOD"", Square Enix",3.4,1400.0,1400.0,"Adventure, RPG",15000.0,209.0,2100.0,817.0
1195,10059,Puyo Puyo Tetris,3DS,2014,Puzzle,Sega,0.0,0.0,0.11,0.0,0.11,2014-02-06,"Sega, Sonic Team",3.8,233.0,233.0,"Puzzle, Strategy",3100.0,51.0,333.0,198.0
