Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release Date,Team,Rating,Times Listed,Number of Reviews,Genres,Plays,Playing,Backlogs,Wishlist
Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,2004-09-20,"Pandemic Studios, LucasArts",3.5,255.0,255.0,Shooter,4100.0,9.0,261.0,109.0
The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,2001-11-19,"Electronic Arts, Fox Interactive",2.9,103.0,103.0,Racing,1700.0,6.0,146.0,61.0
Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,2005-10-31,"Pandemic Studios, LucasArts",4.0,650.0,650.0,Shooter,7700.0,35.0,520.0,189.0
Battlefield 4,X360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,2013-10-29,"EA Digital Illusions CE, Electronic Arts",3.5,431.0,431.0,Shooter,7100.0,72.0,506.0,124.0
Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,2008-11-17,"Certain Affinity, Valve",3.6,488.0,488.0,Shooter,8600.0,35.0,772.0,213.0
Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2009-03-05,Capcom,3.1,1000.0,1000.0,"Adventure, Shooter",10000.0,176.0,1600.0,561.0
Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,2009-08-25,"Eidos Interactive, Rocksteady Studios",3.9,1400.0,1400.0,"Adventure, Brawler",17000.0,232.0,2300.0,672.0
Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,2010-03-02,"EA Digital Illusions CE, Electronic Arts",3.6,288.0,288.0,"Adventure, Shooter, Simulator, Strategy",4200.0,23.0,349.0,119.0
Far Cry 3,PS3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,2012-11-28,"Ubisoft Entertainment, Ubisoft Montreal",3.7,983.0,983.0,"Adventure, Shooter",14000.0,188.0,1900.0,660.0
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
Borderlands,X360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,2009-10-20,"2K Games, Gearbox Software",3.1,484.0,484.0,"RPG, Shooter",9100.0,98.0,1200.0,450.0
Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,2001-07-01,"Namco, Namco Hometek",3.4,243.0,243.0,Fighting,1900.0,9.0,144.0,109.0
Battlefield 4,PS4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,2013-10-29,"EA Digital Illusions CE, Electronic Arts",3.5,431.0,431.0,Shooter,7100.0,72.0,506.0,124.0
Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,2006-08-24,"Square, Square Enix",3.1,342.0,342.0,"Adventure, RPG",2600.0,59.0,891.0,290.0
Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,2015-09-01,"Konami, Kojima Productions",3.8,1500.0,1500.0,"Adventure, Shooter, Tactical",14000.0,503.0,4500.0,1200.0
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,2000-04-27,"Nintendo, Nintendo EAD",4.4,2200.0,2200.0,Adventure,13000.0,347.0,3900.0,1800.0
Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,2008-11-27,"Level-5, Nintendo of America",4.3,378.0,378.0,"Point-and-Click, Puzzle, Visual Novel",2400.0,33.0,664.0,388.0
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,2001-07-23,"Gathering of Developers, Remedy Entertainment",3.9,786.0,786.0,Shooter,6300.0,102.0,1500.0,742.0
Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,2001-07-23,"Gathering of Developers, Remedy Entertainment",3.9,786.0,786.0,Shooter,6300.0,102.0,1500.0,742.0
Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,2015-10-23,"Ubisoft Entertainment, Ubisoft Québec",3.0,562.0,562.0,Adventure,5600.0,97.0,1500.0,417.0
God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,2008-03-04,"Sony Computer Entertainment, Inc. (SCEI), Ready at Dawn",3.2,396.0,396.0,"Adventure, Brawler",4000.0,31.0,599.0,300.0
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,2010-10-19,"Obsidian Entertainment, Bandai Namco Entertainment",4.3,2000.0,2000.0,"RPG, Shooter",16000.0,756.0,5000.0,1400.0
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,2001-12-14,"Nintendo, Nintendo EAD",3.9,533.0,533.0,Simulator,3900.0,51.0,389.0,317.0
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,2001-12-14,"Nintendo, Nintendo EAD",3.9,533.0,533.0,Simulator,3900.0,51.0,389.0,317.0
Sonic Rush,DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,2005-11-15,"Sonic Team, Sega",3.6,536.0,536.0,Platform,4600.0,61.0,671.0,292.0
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,2012-10-02,Capcom,2.5,888.0,888.0,"Adventure, Shooter",7800.0,189.0,1800.0,552.0
Resident Evil 6,PS3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,2012-10-02,Capcom,2.5,888.0,888.0,"Adventure, Shooter",7800.0,189.0,1800.0,552.0
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,2014-11-11,"343 Industries, Xbox Game Studios",4.2,356.0,356.0,Shooter,5100.0,362.0,1300.0,463.0
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,2006-03-20,"Bethesda Game Studios, 2K Games",3.7,725.0,725.0,"Adventure, RPG",8100.0,183.0,1900.0,563.0
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,2010-01-26,"BioWare, Electronic Arts",4.3,1300.0,1300.0,"Adventure, RPG, Shooter",9600.0,107.0,1900.0,645.0
Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,2010-01-26,"BioWare, Electronic Arts",4.3,1300.0,1300.0,"Adventure, RPG, Shooter",9600.0,107.0,1900.0,645.0
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Borderlands 2,X360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,2013-11-22,"Nintendo, Nintendo EAD Software Development Group No.3",4.1,1300.0,1300.0,"Adventure, Puzzle, RPG",10000.0,168.0,2400.0,1100.0
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,2012-03-06,"BioWare Edmonton, Electronic Arts",3.7,777.0,777.0,"Adventure, RPG, Shooter",7300.0,79.0,1500.0,482.0
Far Cry 3,X360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,2012-11-28,"Ubisoft Entertainment, Ubisoft Montreal",3.7,983.0,983.0,"Adventure, Shooter",14000.0,188.0,1900.0,660.0
Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,2008-10-14,"Volition, THQ",3.7,412.0,412.0,"Adventure, Racing, Shooter",3600.0,56.0,803.0,191.0
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,2007-10-04,"Namco Bandai Games, Spike",3.9,435.0,435.0,Fighting,6600.0,32.0,278.0,135.0
Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,2001-08-23,"Capcom Production Studio 4, Capcom",3.5,1200.0,1200.0,Brawler,10000.0,286.0,2500.0,1100.0
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,2010-03-02,"EA Digital Illusions CE, Electronic Arts",3.6,288.0,288.0,"Adventure, Shooter, Simulator, Strategy",4200.0,23.0,349.0,119.0
The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,2014-09-02,"Electronic Arts, The Sims Studio",3.0,458.0,458.0,"RPG, Simulator",8300.0,434.0,667.0,110.0
The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,2014-09-02,"Electronic Arts, The Sims Studio",3.0,458.0,458.0,"RPG, Simulator",8300.0,434.0,667.0,110.0
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,2008-09-22,"Nintendo of Europe, HAL Laboratory",4.3,743.0,743.0,"Adventure, Platform",5800.0,47.0,773.0,427.0
Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,2008-09-22,"Nintendo of Europe, HAL Laboratory",4.3,743.0,743.0,"Adventure, Platform",5800.0,47.0,773.0,427.0
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,2007-11-20,"BioWare, Microsoft Game Studios",3.8,1000.0,1000.0,"RPG, Shooter",10000.0,172.0,2000.0,774.0
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,2006-12-02,"Intelligent Systems Co., Ltd., Nintendo",3.9,319.0,319.0,Puzzle,3100.0,7.0,256.0,189.0
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,1995-08-05,"Nintendo EAD, Nintendo",4.1,1100.0,1100.0,Platform,7100.0,141.0,1500.0,360.0
FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,2013-09-24,"EA Sports, EA Canada",3.2,92.0,92.0,Sport,2200.0,8.0,52.0,13.0
Call of Duty: Ghosts,XOne,2013,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,2013-11-05,"Neversoft Entertainment, Activision",2.4,411.0,411.0,Shooter,6500.0,9.0,353.0,150.0
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,2002-05-01,"Bethesda Game Studios, ZeniMax Media",4.0,549.0,549.0,"Adventure, RPG",3700.0,150.0,1700.0,487.0
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,2011-04-19,"NetherRealm Studios, WB Games",3.6,468.0,468.0,Fighting,6600.0,19.0,289.0,120.0
BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,2007-08-21,"2K Games, 2K Boston",4.0,1800.0,1800.0,"Adventure, RPG, Shooter",17000.0,339.0,4000.0,1200.0
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,2002-11-17,"Nintendo, Retro Studios",4.3,1400.0,1400.0,"Adventure, Platform, Shooter",6800.0,221.0,2700.0,1200.0
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,2010-11-16,"Criterion Games, Electronic Arts",3.3,148.0,148.0,Racing,2000.0,23.0,182.0,54.0
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,2008-09-16,"THQ Wireless, Aspyr Media",3.2,417.0,417.0,"Adventure, Brawler, RPG",7400.0,50.0,823.0,350.0
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,2011-02-22,"Guerrilla Games, Sony Computer Entertainment, Inc. (SCEI)",3.1,155.0,155.0,Shooter,1300.0,6.0,249.0,91.0
Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,2007-11-26,Bandai Namco Entertainment,3.4,235.0,235.0,Fighting,2300.0,15.0,173.0,96.0
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,2007-02-20,"Sega, Sonic Team",1.9,362.0,362.0,Platform,3100.0,18.0,348.0,160.0
Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.24,1.2,0.04,0.3,2.77,2007-02-20,"Sega, Sonic Team",1.9,362.0,362.0,Platform,3100.0,18.0,348.0,160.0
Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77,2011-11-15,"Volition, THQ",3.4,482.0,482.0,"Adventure, Racing, Shooter",9400.0,74.0,879.0,210.0
Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,2006-11-07,"Activision, Treyarch",2.8,231.0,231.0,Shooter,2900.0,8.0,239.0,122.0
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,1991-11-21,"Nintendo EAD, St. GIGA",4.1,1700.0,1700.0,"Adventure, Puzzle, RPG",13000.0,360.0,3200.0,911.0
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,1991-11-21,"Nintendo EAD, St. GIGA",4.1,1700.0,1700.0,"Adventure, Puzzle, RPG",13000.0,360.0,3200.0,911.0
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,2015-04-13,"NetherRealm Studios, WB Games",3.3,430.0,430.0,Fighting,7100.0,43.0,602.0,138.0
Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,2010-05-11,"EA Black Box, Electronic Arts",4.0,318.0,318.0,Sport,4100.0,44.0,313.0,188.0
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,2011-12-15,Square Enix,3.3,482.0,482.0,"Adventure, RPG",2300.0,58.0,1400.0,449.0
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67,2011-04-19,"NetherRealm Studios, WB Games",3.6,468.0,468.0,Fighting,6600.0,19.0,289.0,120.0
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,2008-10-27,"Media Molecule, Sony Computer Entertainment",3.6,405.0,405.0,Platform,6000.0,21.0,403.0,219.0
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,2009-11-03,"Electronic Arts, BioWare",4.0,712.0,712.0,RPG,6100.0,148.0,1700.0,534.0
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,1999-02-12,"Sega, Hitmaker",3.6,425.0,425.0,"Arcade, Racing",4800.0,19.0,556.0,227.0
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,1999-12-17,"Hudson Soft, Nintendo",3.7,348.0,348.0,Card & Board Game,3900.0,11.0,199.0,132.0
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,1999-12-17,"Hudson Soft, Nintendo",3.7,348.0,348.0,Card & Board Game,3900.0,11.0,199.0,132.0
Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49,2011-11-15,"Volition, THQ",3.4,482.0,482.0,"Adventure, Racing, Shooter",9400.0,74.0,879.0,210.0
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,2010-06-25,"WB Games, ""Travellers Tales""",3.2,349.0,349.0,"Adventure, Platform, Puzzle",4100.0,53.0,449.0,113.0
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,2002-10-21,"Hudson Soft, Nintendo",3.5,231.0,231.0,Card & Board Game,3000.0,7.0,156.0,113.0
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45,1992-12-06,Square Enix,3.8,532.0,532.0,"Adventure, RPG",2300.0,78.0,1200.0,460.0
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,1997-06-20,"Sony Computer Entertainment, Inc. (SCEI), Square",4.2,506.0,506.0,"RPG, Strategy, Tactical, Turn Based Strategy",2100.0,73.0,1600.0,681.0
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,XOne,2014,Misc,Microsoft Game Studios,1.43,0.76,0.0,0.22,2.41,2017-09-20,Mojang Studios,4.2,571.0,571.0,"Adventure, Simulator",11000.0,509.0,412.0,85.0
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,1.07,0.87,0.04,0.4,2.39,2013-10-16,"WB Games, WB Games Montréal",3.4,642.0,642.0,"Adventure, Brawler",7800.0,125.0,1700.0,632.0
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1.0,0.76,0.26,0.36,2.38,2015-03-24,"FromSoftware, Sony Computer Entertainment",4.5,3400.0,3400.0,"Adventure, RPG",17000.0,1100.0,5600.0,3300.0
Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37,2004-11-16,"Sierra Entertainment, Valve",4.2,1700.0,1700.0,Shooter,15000.0,257.0,3500.0,1000.0
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36,1995-03-21,"Nintendo, HAL Laboratory",3.2,414.0,414.0,Platform,2300.0,41.0,480.0,146.0
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35,2010-06-25,"WB Games, ""Travellers Tales""",3.2,349.0,349.0,"Adventure, Platform, Puzzle",4100.0,53.0,449.0,113.0
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32,2015-02-12,"Nintendo, Nintendo EAD Tokyo",4.1,797.0,797.0,"Adventure, RPG",6700.0,191.0,2200.0,813.0
Grand Theft Auto,PS,1997,Action,Take-Two Interactive,0.79,1.35,0.04,0.14,2.32,1997-10-21,"DMA Design, Take-Two Interactive",2.5,181.0,181.0,"Adventure, Racing, Shooter",1600.0,4.0,225.0,109.0
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,1995-03-11,Square,4.5,1900.0,1900.0,"Adventure, RPG",9100.0,518.0,4900.0,2200.0
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31,2008-11-20,Square Enix,4.4,295.0,295.0,Adventure,2400.0,135.0,1300.0,499.0
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3,2013-09-30,"WB Games, ""Travellers Tales""",3.6,522.0,522.0,"Adventure, Brawler, Puzzle",6000.0,65.0,592.0,126.0
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,1.23,0.68,0.04,0.34,2.29,2013-03-12,"Sony Computer Entertainment, Inc. (SCEI), SIE Santa Monica Studio",2.9,318.0,318.0,"Adventure, Brawler",2700.0,27.0,625.0,351.0
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,1.01,0.9,0.0,0.37,2.28,2008-09-16,"THQ Wireless, Aspyr Media",3.2,417.0,417.0,"Adventure, Brawler, RPG",7400.0,50.0,823.0,350.0
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,1.05,0.77,0.1,0.36,2.28,2012-09-18,"Gearbox Software, 2K Games",3.5,1100.0,1100.0,"RPG, Shooter",16000.0,344.0,2700.0,494.0
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.54,0.02,0.3,2.26,2007-10-28,"Neversoft Entertainment, Activision",3.9,489.0,489.0,"Music, Simulator",6900.0,21.0,174.0,78.0
Call of Duty 3,Wii,2009,Shooter,Activision,1.19,0.84,0.0,0.23,2.26,2006-11-07,"Activision, Treyarch",2.8,231.0,231.0,Shooter,2900.0,8.0,239.0,122.0
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26,2005-01-11,"Capcom, Capcom Production Studio 4",4.3,2300.0,2300.0,Shooter,14000.0,360.0,3000.0,1200.0
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2011-11-18,Mojang Studios,4.3,2300.0,2300.0,"Adventure, Simulator",33000.0,1800.0,1100.0,230.0
Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25,2017-09-20,Mojang Studios,4.2,571.0,571.0,"Adventure, Simulator",11000.0,509.0,412.0,85.0
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,2004-07-22,"Nintendo, Intelligent Systems Co., Ltd.",4.4,1300.0,1300.0,"Adventure, RPG, Turn Based Strategy",6700.0,187.0,2900.0,1500.0
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25,2004-07-22,"Nintendo, Intelligent Systems Co., Ltd.",4.4,1300.0,1300.0,"Adventure, RPG, Turn Based Strategy",6700.0,187.0,2900.0,1500.0
Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24,2001-12-20,"Sega, Dimps",3.2,446.0,446.0,Platform,4000.0,26.0,508.0,212.0
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft,0.88,1.03,0.0,0.31,2.22,2003-11-06,"Ubisoft Entertainment, Ubisoft Montreal",3.6,480.0,480.0,"Adventure, Platform",5500.0,37.0,1100.0,421.0
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22,2009-09-15,"5th Cell, Konami",3.2,151.0,151.0,Puzzle,3200.0,3.0,155.0,80.0
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0.0,0.21,2.22,2010-11-16,"Criterion Games, Electronic Arts",3.3,148.0,148.0,Racing,2000.0,23.0,182.0,54.0
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
BioShock 2,X360,2010,Shooter,Take-Two Interactive,1.45,0.55,0.02,0.19,2.21,2010-02-09,"2K Marin, 2K Games",3.6,687.0,687.0,"Adventure, RPG, Shooter",9100.0,103.0,3300.0,691.0
Rock Band 2,X360,2008,Misc,Electronic Arts,1.78,0.24,0.0,0.18,2.2,2008-09-14,"MTV Games, Harmonix Music Systems",4.0,180.0,180.0,Music,2000.0,10.0,56.0,29.0
Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2,2000-03-21,"Nintendo R&D1, Nintendo",3.8,284.0,284.0,"Adventure, Platform, Puzzle",1200.0,67.0,588.0,174.0
